_id,_pct_missed,_judgments,_hidden,_contention,_pct_contested,_gold_pool,_farg_secim,farg_secim_gold,farg_secim_gold_reason,sid,sent,pred,pred_no,senseid,ex0,ex1,ex2,arg0,arg1,arg2,arg3,arg4,farg,farg_secim_gold,farg_secim_gold_reason,_golden
853873467,0.50,4,false,"",0.0,,"","Yardımcı fiil elemanı (mezun olmak'taki mezun, hayal etmek'teki hayal vb... )", ,2575,"Eğer tazminat davası açmak istersem bu davayı alabileceklerini , ama diğer davalar için veya araştırmalar için karşılarında Silahlı Kuvvetler olduğu için böyle bir işe girişmek istemediklerini , netice çıkaramayacaklarını , yani kapalı kapılar ardında mücadeleyi göze alamayacaklarını söyleyerek kabul etmediler . ",et,1,21,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>İtirazını kabul etti.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: kabul etti<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>kabul edilen</b>: İtirazını<br>,N.A,N.A,kabul eden,kabul edilen,N.A,N.A,N.A,kabul,"Yardımcı fiil elemanı (mezun olmak'taki mezun, hayal etmek'teki hayal vb... )", ,TRUE
853873468,0.38,8,false,"",0.0,,"",içeren,"Kim kapsıyor ? ""şahsi fikri""",2580,"Ama söylediği fikir şahsi fikri , aslında genel bir görüşü kapsıyordu . ",kapsa,1,1,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Bu işlem diğerini kapsamakta.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: kapsamakta<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içeren</b>: Bu işlem<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içerilen</b>: diğerini<br>,N.A,N.A,içeren,içerilen,N.A,N.A,N.A,fikri,içeren,"Kim kapsıyor ? ""şahsi fikri""",TRUE
853873469,0.50,6,false,eylemle ilişkili değil. çünkü eylem kapsamak. ''aslında'' ile hiçbir bağlantısı yok,0.1667,,"","Cümle başındaki Bağlaç (Ayrıca, Fakat, Buna rağmen vb.) ya da Seslenme (Allahım, duy sesimi)
Tüm cümleyi etkileyen, diğer tanımlara uymayan zarflar (Mutlaka, muhtemelen vb...)",Bağlaç olarak düşünülebilir. ,2580,"Ama söylediği fikir şahsi fikri , aslında genel bir görüşü kapsıyordu . ",kapsa,1,1,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Bu işlem diğerini kapsamakta.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: kapsamakta<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içeren</b>: Bu işlem<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içerilen</b>: diğerini<br>,N.A,N.A,içeren,içerilen,N.A,N.A,N.A,aslında,"Cümle başındaki Bağlaç (Ayrıca, Fakat, Buna rağmen vb.) ya da Seslenme (Allahım, duy sesimi)
Tüm cümleyi etkileyen, diğer tanımlara uymayan zarflar (Mutlaka, muhtemelen vb...)",Bağlaç olarak düşünülebilir. ,TRUE
853873470,0.50,6,false,"",0.0,,"",içerilen,Neyi kapsıyordu ?,2580,"Ama söylediği fikir şahsi fikri , aslında genel bir görüşü kapsıyordu . ",kapsa,1,1,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Bu işlem diğerini kapsamakta.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: kapsamakta<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içeren</b>: Bu işlem<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içerilen</b>: diğerini<br>,N.A,N.A,içeren,içerilen,N.A,N.A,N.A,görüşü,içerilen,Neyi kapsıyordu ?,TRUE
853873471,0.17,6,false,"",0.0,,"",gören kişi,"",2583,"Tarihini hatırlamıyorum , ağabeyim , Firuz bu Babayasa yı görünce : Yahu ! Gizli cemiyet kurmuşlar diye bir muhbir sizi gammazlar , başınız derde girebilir demişti . ",gör,1,1,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Merdivenin başındaki paravanın arkasında garip bir sahne gördüm.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gördüm<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin nerede, hangi lokasyonda gerçekleştiği (soyut da olabilir) (mahallede, konuşmasında, hayalinde)</b>: Merdivenin başındaki paravanın arkasında<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gördüğü şey</b>: garip bir sahne<br>",N.A,N.A,gören kişi,gördüğü şey,N.A,N.A,N.A,Firuz,gören kişi,"",TRUE
853873472,0.00,4,false,"",0.0,,"",gördüğü şey,"Neyi görünce? ""bu Babayasa yı""",2583,"Tarihini hatırlamıyorum , ağabeyim , Firuz bu Babayasa yı görünce : Yahu ! Gizli cemiyet kurmuşlar diye bir muhbir sizi gammazlar , başınız derde girebilir demişti . ",gör,1,1,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Merdivenin başındaki paravanın arkasında garip bir sahne gördüm.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gördüm<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin nerede, hangi lokasyonda gerçekleştiği (soyut da olabilir) (mahallede, konuşmasında, hayalinde)</b>: Merdivenin başındaki paravanın arkasında<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gördüğü şey</b>: garip bir sahne<br>",N.A,N.A,gören kişi,gördüğü şey,N.A,N.A,N.A,yı,gördüğü şey,"Neyi görünce? ""bu Babayasa yı""",TRUE
853873473,0.17,6,false,"",0.0,,"",söylenen şey,"Ne dedi ? ""Satırlara bir göz atar"" : ""...atar"":",2587,"Satırlara bir göz atar , dedi adam . ",de,1,1,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Eskilerin dediği gibi beşer, şaşar.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: dediği<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>söyleyen kişi</b>: Eskilerin<br>",N.A,N.A,söyleyen kişi,söylenen şey,N.A,N.A,N.A,atar,söylenen şey,"Ne dedi ? ""Satırlara bir göz atar"" : ""...atar"":",TRUE
853873474,0.00,5,false,"",0.0,,"",söyleyen kişi,Kim dedi ?,2587,"Satırlara bir göz atar , dedi adam . ",de,1,1,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Eskilerin dediği gibi beşer, şaşar.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: dediği<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>söyleyen kişi</b>: Eskilerin<br>",N.A,N.A,söyleyen kişi,söylenen şey,N.A,N.A,N.A,adam,söyleyen kişi,Kim dedi ?,TRUE
853873475,0.00,8,false,"",0.0,,"","Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)", ,2593,"Bir gün Erol , oyunda uyuzluk etti . ",et,1,6,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek</i></font><br>",N.A,N.A,"eden, yapan",ne ettiği/yaptığı,N.A,N.A,N.A,gün,"Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)", ,TRUE
853873476,0.00,4,false,"",0.0,,"","eden, yapan","",2593,"Bir gün Erol , oyunda uyuzluk etti . ",et,1,6,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek</i></font><br>",N.A,N.A,"eden, yapan",ne ettiği/yaptığı,N.A,N.A,N.A,Erol,"eden, yapan","",TRUE
853873477,0.25,8,false,"",0.0,,"","Nerede (mahallede, konuşmasında, hayalinde)", ,2593,"Bir gün Erol , oyunda uyuzluk etti . ",et,1,6,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek</i></font><br>",N.A,N.A,"eden, yapan",ne ettiği/yaptığı,N.A,N.A,N.A,oyunda,"Nerede (mahallede, konuşmasında, hayalinde)", ,TRUE
853873478,0.29,7,false,"",0.0,,"",ne ettiği/yaptığı,"",2593,"Bir gün Erol , oyunda uyuzluk etti . ",et,1,6,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek</i></font><br>",N.A,N.A,"eden, yapan",ne ettiği/yaptığı,N.A,N.A,N.A,uyuzluk,ne ettiği/yaptığı,"",TRUE
853873479,0.33,6,false,"Buradaki eylem susmuştunuz kelimesi, kelimenin eylemle alakası yok.",0.1667,,"",bakan kişi,"",2635,Niye susmuştunuz ben dönüp baktığımda ! ? . ,bak,1,1,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Hangi resmime baksam ben değilim.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: baksam<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>bakılan şey</b>: Hangi resmime<br>,N.A,N.A,bakan kişi,bakılan şey,N.A,N.A,N.A,ben,bakan kişi,"",TRUE
853873480,0.29,7,false,"",0.0,,"","Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)
Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)", ,2635,Niye susmuştunuz ben dönüp baktığımda ! ? . ,bak,1,1,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Hangi resmime baksam ben değilim.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: baksam<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>bakılan şey</b>: Hangi resmime<br>,N.A,N.A,bakan kişi,bakılan şey,N.A,N.A,N.A,dönüp,"Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)
Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)", ,TRUE
853873481,0.00,7,false,"",0.0,,"",yaşanan hayat / olay,"Yaşanan şey/olay nedir ? ""uzun sürecek bir terk ediliş süreci """,2648,"Her zaman olduğu gibi şimdi de uzun sürecek bir terk ediliş süreci yaşıyorduk , bana kızıyordu ve kızgınlığını yatıştıramıyordu ; bir başka erkeğe gitmesi beni beklediği kadar yaralamamış , en azından yaralarımı o görememişti . ",yaşa,1,1,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Zengin bir hayat yaşadı</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: yaşadı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>hayat / olay</b>: Zengin bir hayat<br>,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Köyde bekar yaşıyor</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: yaşıyor<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>yaşanılan yer</b>: Köyde<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>hayat / olay</b>: bekar<br>,N.A,yaşayan,yaşanan hayat / olay,nerede yaşandığı,N.A,N.A,süreci,yaşanan hayat / olay,"Yaşanan şey/olay nedir ? ""uzun sürecek bir terk ediliş süreci """,TRUE
853873482,0.88,8,false,"",0.0,,"","Tüm cümleyi etkileyen, diğer tanımlara uymayan zarflar (Mutlaka, muhtemelen vb...)", ,2664,Kalmıştır belki . ,kal,1,2,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Sadece üç gün kaldı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: kaldı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Genelde tüm cümleyi etkileyen, diğer argüman tanımlarına uymayan zarf öğeler (Mutlaka, muhtemelen vb...)</b>: Sadece<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>kalan miktar (zaman, uzaklık, nicelik)</b>: üç gün<br>",N.A,N.A,N.A,"kalan miktar (zaman, uzaklık, nicelik)",kaldığı yer,N.A,N.A,belki,"Tüm cümleyi etkileyen, diğer tanımlara uymayan zarflar (Mutlaka, muhtemelen vb...)", ,TRUE
853873483,0.40,5,false,"",0.0,,"","Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)", ,2670,"Öğleden sonra kanallar kıyısında dolaşırken , sanki uzun yıllardır buradaymışım , hep de kanallar kıyısında dolaşıp durmakla vakit tüketirmişim gibi geliyordu bana . ",dolaş,2,1,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Büsbütün gece kapanmadan şehri biraz dolaşmak istedik.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: dolaşmak<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin ne zaman (Eylül, Pazartesi), ne sıklıkla (her zaman, bazen), hangi sırada (ilk, son) ya da ne kadar süreliğine (bir aylığına) gerçekleştiği</b>: Büsbütün gece kapanmadan<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gezilen yerler</b>: şehri<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Değişim miktarı (numerik değer: fiyatlar yüzde elli arttı), (nicel değer: az, çok, biraz), (karşılaştırma: benden fazla) vb. </b>: biraz<br>",N.A,N.A,gezen kişi/şey,gezilen yerler,N.A,N.A,N.A,hep,"Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)", ,TRUE
853873484,0.33,9,false,"",0.0,,"",gezilen yerler,"",2670,"Öğleden sonra kanallar kıyısında dolaşırken , sanki uzun yıllardır buradaymışım , hep de kanallar kıyısında dolaşıp durmakla vakit tüketirmişim gibi geliyordu bana . ",dolaş,2,1,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Büsbütün gece kapanmadan şehri biraz dolaşmak istedik.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: dolaşmak<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin ne zaman (Eylül, Pazartesi), ne sıklıkla (her zaman, bazen), hangi sırada (ilk, son) ya da ne kadar süreliğine (bir aylığına) gerçekleştiği</b>: Büsbütün gece kapanmadan<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gezilen yerler</b>: şehri<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Değişim miktarı (numerik değer: fiyatlar yüzde elli arttı), (nicel değer: az, çok, biraz), (karşılaştırma: benden fazla) vb. </b>: biraz<br>",N.A,N.A,gezen kişi/şey,gezilen yerler,N.A,N.A,N.A,kıyısında,gezilen yerler,"",TRUE
853873485,0.00,13,false,"",0.0,,"",dönüştürülen şey,"",2703,"Eskiden balıkçılık yapan bu köyün insanlarının bir bölümü , bölge turizme açılınca , dedelerinden kalma evlerini , mandalina bahçelerini , büyük kentlerden gelen işletmecilere satmışlar , kiralamışlar ; az bir bölümü de , evlerini , pansiyon , motel haline çevirerek kendileri işletmeye başlamışlardı . ",çevir,1,6,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Evlerini otele çevirdiler.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: çevirdiler<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>dönüştürülen şey</b>: Evlerini<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>dönüştüğü şey</b>: otele<br>,N.A,N.A,dönüştüren kişi,dönüştürülen şey,N.A,N.A,neye dönüştürüldüğü,evlerini,dönüştürülen şey,"",TRUE
853873486,0.33,3,false,"",0.0,,"",neye dönüştürüldüğü,"",2703,"Eskiden balıkçılık yapan bu köyün insanlarının bir bölümü , bölge turizme açılınca , dedelerinden kalma evlerini , mandalina bahçelerini , büyük kentlerden gelen işletmecilere satmışlar , kiralamışlar ; az bir bölümü de , evlerini , pansiyon , motel haline çevirerek kendileri işletmeye başlamışlardı . ",çevir,1,6,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Evlerini otele çevirdiler.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: çevirdiler<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>dönüştürülen şey</b>: Evlerini<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>dönüştüğü şey</b>: otele<br>,N.A,N.A,dönüştüren kişi,dönüştürülen şey,N.A,N.A,neye dönüştürüldüğü,haline,neye dönüştürüldüğü,"",TRUE
853873487,0.14,7,false,"",0.0,,"","nasıl bırakıldığı (yalnız, tek başına vb...)
Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)", ,2756,Uysalca bıraktı ellerini . ,bırak,1,1,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Kalemi masaya bıraktı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: bıraktı.<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>bırakılan şey / kişi</b>: Kalemi<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereye bıraktığı</b>: masaya<br>,N.A,N.A,bırakan kimse,bırakılan şey / kişi,"nasıl bırakıldığı (yalnız, tek başına vb...)",nereye bıraktığı,N.A,Uysalca,"nasıl bırakıldığı (yalnız, tek başına vb...)
Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)", ,TRUE
853873488,0.10,10,false,"",0.0,,"",bırakılan şey / kişi,"",2756,Uysalca bıraktı ellerini . ,bırak,1,1,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Kalemi masaya bıraktı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: bıraktı.<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>bırakılan şey / kişi</b>: Kalemi<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereye bıraktığı</b>: masaya<br>,N.A,N.A,bırakan kimse,bırakılan şey / kişi,"nasıl bırakıldığı (yalnız, tek başına vb...)",nereye bıraktığı,N.A,ellerini,bırakılan şey / kişi,"",TRUE
853873489,0.50,2,false,"",0.0,,"","Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)
Tüm cümleyi etkileyen, diğer tanımlara uymayan zarflar (Mutlaka, muhtemelen vb...)",Ne zaman ? ,2782,Henüz Türkçeye çevrilmemiş . ,çevir,1,4,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Romanlar, hikâyeler yazar; yahut Fransızcadan çevirirmiş.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: çevirirmiş<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>kaynak dil</b>: Fransızcadan<br>",N.A,N.A,çeviri yapan kişi,N.A,N.A,hangi dilden çevirdiği,hangi dile çevirdiği,Henüz,"Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)
Tüm cümleyi etkileyen, diğer tanımlara uymayan zarflar (Mutlaka, muhtemelen vb...)",Ne zaman ? ,TRUE
853873491,0.00,11,false,"",0.0,,"",hangi dile çevirdiği,Neye çevrilmemiş ?,2782,Henüz Türkçeye çevrilmemiş . ,çevir,1,4,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Romanlar, hikâyeler yazar; yahut Fransızcadan çevirirmiş.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: çevirirmiş<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>kaynak dil</b>: Fransızcadan<br>",N.A,N.A,çeviri yapan kişi,N.A,N.A,hangi dilden çevirdiği,hangi dile çevirdiği,Türkçeye,hangi dile çevirdiği,Neye çevrilmemiş ?,TRUE
853873492,0.20,5,false,"",0.0,,"","Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)",Ne zaman? ,2802,Öğle vakti yavuklusu gelmiş . ,gel,1,1,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Gurbetten gelmişim yorgunum, hancı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gelmişim<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereden geldiği</b>: Gurbetten<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Cümleyi bir önceki cümleyle bağlayan bağlaç (Ayrıca, Fakat, Buna rağmen vb.) ya da seslenme (Hayri, git başımdan), (Allahım, duy sesimi)</b>: hancı<br>",N.A,N.A,ulaşan,N.A,N.A,nereden geldiği,nereye geldiği,vakti,"Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)",Ne zaman? ,TRUE
853873493,0.00,10,false,"",0.0,,"",ulaşan,Kim gelmiş ?,2802,Öğle vakti yavuklusu gelmiş . ,gel,1,1,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Gurbetten gelmişim yorgunum, hancı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gelmişim<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereden geldiği</b>: Gurbetten<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Cümleyi bir önceki cümleyle bağlayan bağlaç (Ayrıca, Fakat, Buna rağmen vb.) ya da seslenme (Hayri, git başımdan), (Allahım, duy sesimi)</b>: hancı<br>",N.A,N.A,ulaşan,N.A,N.A,nereden geldiği,nereye geldiği,yavuklusu,ulaşan,Kim gelmiş ?,TRUE
853873494,0.18,11,false,"For the question titled &amp;quot;... Biz &amp;quot; you answered: &amp;quot;Eylemle ilişkili değil&amp;quot; but the correct answer was: &amp;quot;çıkaran&amp;quot;. 

The reason for this is: &amp;quot;Kim çıkarmış?&amp;quot;

If you believe that this test question is unfair or incorrect, please let us know below. We'll review these items for fairness and accuracy.

That's ok
This test question is unfair or incorrect!
Please let us know why you think this question is unfair or incorrect:",0.0909,,"",çıkaran,Kim çıkarmış?,2821,Biz çıkaramadık . ,çıkar,1,1,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>O uzun kınalı saçlarını tülbendinin altından çıkardı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: çıkardı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>çıkarılan</b>: O uzun kınalı saçlarını<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereden çıkarıldığı</b>: tülbendinin altından<br>,N.A,N.A,çıkaran,çıkarılan,nereden çıkarıldığı,N.A,N.A,Biz,çıkaran,Kim çıkarmış?,TRUE
853873495,0.38,13,false,"Çıkan şey: &amp;quot;söylenti&amp;quot;, nereye çıktığı: &amp;quot;Ağar&amp;quot;
cümlede Ağar çıkan nesne değildir.
çıkan şaibe söylentileridir.
",0.1538,,"",çıkan,Tura başlayan kimdir ?,2923,"DYP Genel Başkanlığı için Türkiye turuna çıkan Elazığ Milletvekili Mehmet Ağar , hakkında çıkarılan şaibe söylentilerinin arkasında başka hesaplar olduğunu savunarak , "" Benim için şu anda hukuki problem yok . ",çık,1,5,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Yarın alışverişe çıkalım.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: çıkalım<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin ne zaman (Eylül, Pazartesi), ne sıklıkla (her zaman, bazen), hangi sırada (ilk, son) ya da ne kadar süreliğine (bir aylığına) gerçekleştiği</b>: Yarın<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>başlanan</b>: alışverişe<br>",N.A,N.A,çıkan,nereye çıktığı,N.A,N.A,N.A,Ağar,çıkan,Tura başlayan kimdir ?,TRUE
